RecSN,dtf,Hex,GPS Names,rkm,Genrkm,Rel_group,FishID,Lat,Lon,Weight,Length,ID,site.code,array.code,combo,counter,first_or_last
2015-6006,2019-04-03T21:03:07Z,C574,OR_HOR_3_J,158.12,158.12,2019UP,NA,37.81,-121.33,4.6,79,1369222,B1b,B1,C574B1b,1,TRUE
2017-6050,2019-04-04T07:49:52Z,C574,CC_RGD_3_J,142.72,142.72,2019UP,NA,37.83,-121.55,4.6,79,1394889,E1b,E1,C574E1b,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,C575,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.31,75,NA,REL,REL,C575REL,1,FALSE
156014,2019-03-01T06:12:04Z,C575,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.31,75,22601,A1,A1,C575A1,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,C576,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,5.1,79,NA,REL,REL,C576REL,1,FALSE
156014,2019-02-28T18:30:35Z,C576,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,5.1,79,5896,A1,A1,C576A1,1,TRUE
20187021,2019-03-27T07:05:05Z,C576,SJ_Hills_RT_2_DS,257.6,257.6,2019UP,NA,37.35,-120.97,5.1,79,929946,A4,A4,C576A4,1,TRUE
2017-6005,2019-03-28T02:14:39Z,C576,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,5.1,79,981258,A5,A5,C576A5,1,TRUE
156008,2019-03-29T12:31:42Z,C576,SJ_BlwWGrayson_2_J,210.7,210.7,2019UP,NA,37.57,-121.15,5.1,79,1072596,A6,A6,C576A6,1,TRUE
2017-6016,2019-03-30T04:21:33Z,C576,SJ_BCA_1_J,171.7,171.7,2019UP,NA,37.73,-121.29,5.1,79,1100514,A9,A9,C576A9,1,TRUE
am18-6002,2019-03-30T18:40:46Z,C576,HOR_AM1,159.42,159.42,2019UP,NA,37.8,-121.32,5.1,79,1128687,A11,A11,C576A11,1,TRUE
2017-6007,2019-03-30T18:58:16Z,C576,SJ_HOR_1_J,158.45,158.45,2019UP,NA,37.81,-121.31,5.1,79,1129258,A12,A12,C576A12,1,TRUE
2017-6002,2019-03-30T22:15:06Z,C576,SJ_Howard_1_J,148.16,148.16,2019UP,NA,37.87,-121.33,5.1,79,1133064,A13,A13,C576A13,1,TRUE
2017-6039,2019-03-31T07:16:12Z,C576,SJ_SJG_1_J,140.33,140.33,2019UP,NA,37.93,-121.33,5.1,79,1149067,A14,A14,C576A14,1,TRUE
2015-6034,2019-04-02T08:52:19Z,C576,SJ_MAC_1_J,123.23,123.23,2019UP,NA,38.01,-121.46,5.1,79,1281913,A15a,A15,C576A15a,1,TRUE
2017-6037,2019-04-02T10:55:10Z,C576,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.1,79,1288792,A15b,A15,C576A15b,1,TRUE
2015-6034,2019-04-02T12:25:48Z,C576,SJ_MAC_1_J,123.23,123.23,2019UP,NA,38.01,-121.46,5.1,79,1292605,A15a,A15,C576A15a,1,TRUE
2017-6037,2019-04-02T16:09:07Z,C576,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.1,79,1301073,A15b,A15,C576A15b,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,C57A,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,7.25,91,NA,REL,REL,C57AREL,1,FALSE
156014,2019-02-28T18:49:06Z,C57A,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,7.25,91,7461,A1,A1,C57AA1,1,TRUE
2017-6013,2019-03-02T09:45:12Z,C57A,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,7.25,91,40040,A3,A3,C57AA3,1,TRUE
20187021,2019-03-17T10:25:53Z,C57A,SJ_Hills_RT_2_DS,257.6,257.6,2019UP,NA,37.35,-120.97,7.25,91,338434,A4,A4,C57AA4,1,TRUE
2017-6005,2019-03-17T23:53:33Z,C57A,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,7.25,91,382233,A5,A5,C57AA5,1,TRUE
2017-6030,2019-03-18T20:07:20Z,C57A,SJ_BlwWGrayson_1_J,210.7,210.7,2019UP,NA,37.57,-121.15,7.25,91,448800,A6,A6,C57AA6,1,TRUE
2015-6001,2019-03-19T15:02:40Z,C57A,SJ_Durhamferry_1_J,181.8,181.8,2019UP,NA,37.69,-121.27,7.25,91,508830,A8,A8,C57AA8,1,TRUE
am18-6002,2019-03-21T13:45:21Z,C57A,HOR_AM1,159.42,159.42,2019UP,NA,37.8,-121.32,7.25,91,605177,A11,A11,C57AA11,1,TRUE
2017-6007,2019-03-21T14:15:34Z,C57A,SJ_HOR_1_J,158.45,158.45,2019UP,NA,37.81,-121.31,7.25,91,606599,A12,A12,C57AA12,1,TRUE
2017-6002,2019-03-21T18:53:10Z,C57A,SJ_Howard_1_J,148.16,148.16,2019UP,NA,37.87,-121.33,7.25,91,615594,A13,A13,C57AA13,1,TRUE
2017-6039,2019-03-21T21:44:04Z,C57A,SJ_SJG_1_J,140.33,140.33,2019UP,NA,37.93,-121.33,7.25,91,620138,A14,A14,C57AA14,1,TRUE
2015-6034,2019-03-29T07:21:32Z,C57A,SJ_MAC_1_J,123.23,123.23,2019UP,NA,38.01,-121.46,7.25,91,1058706,A15a,A15,C57AA15a,1,TRUE
2017-6037,2019-03-29T08:01:44Z,C57A,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,7.25,91,1061102,A15b,A15,C57AA15b,1,TRUE
2015-6034,2019-03-29T09:52:08Z,C57A,SJ_MAC_1_J,123.23,123.23,2019UP,NA,38.01,-121.46,7.25,91,1066711,A15a,A15,C57AA15a,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,C58A,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,5.5,81,NA,REL,REL,C58AREL,1,FALSE
156014,2019-03-02T10:07:04Z,C58A,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,5.5,81,40238,A1,A1,C58AA1,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,C592,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.6,80,NA,REL,REL,C592REL,1,FALSE
156014,2019-02-28T18:28:47Z,C592,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.6,80,5636,A1,A1,C592A1,1,TRUE
2018-6013,2019-03-09T21:17:56Z,C592,SJ_Blw_Newman_2_J,259.34,259.34,2019UP,NA,37.33,-120.97,4.6,80,94952,A3,A3,C592A3,1,TRUE
20187021,2019-03-09T22:06:36Z,C592,SJ_Hills_RT_2_DS,257.6,257.6,2019UP,NA,37.35,-120.97,4.6,80,95649,A4,A4,C592A4,1,TRUE
2017-6005,2019-03-20T16:53:35Z,C592,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,4.6,80,564300,A5,A5,C592A5,1,TRUE
156008,2019-03-21T07:22:26Z,C592,SJ_BlwWGrayson_2_J,210.7,210.7,2019UP,NA,37.57,-121.15,4.6,80,586411,A6,A6,C592A6,1,TRUE
2017-6020,2019-03-21T17:53:00Z,C592,SJ_Durhamferry_RelRec_J,183.55,183.55,2019UP,NA,37.68,-121.26,4.6,80,613416,A7,A7,C592A7,1,TRUE
2015-6013,2019-03-21T21:10:47Z,C592,SJ_BCA_2_J,171.74,171.74,2019UP,NA,37.73,-121.29,4.6,80,619593,A9,A9,C592A9,1,TRUE
2017-6024,2019-03-22T01:44:45Z,C592,SJ_Moss_1_J,163.12,163.12,2019UP,NA,37.79,-121.3,4.6,80,624094,A10,A10,C592A10,1,TRUE
sm18-7023,2019-03-22T02:38:51Z,C592,HOR_SM1,159.42,159.42,2019UP,NA,37.8,-121.32,4.6,80,625368,A11,A11,C592A11,1,TRUE
2017-6038,2019-03-22T02:59:24Z,C592,OR_HOR_1_J,158.12,158.12,2019UP,NA,37.81,-121.33,4.6,80,625828,B1a,B1,C592B1a,1,TRUE
2015-6006,2019-03-22T02:59:53Z,C592,OR_HOR_3_J,158.12,158.12,2019UP,NA,37.81,-121.33,4.6,80,625843,B1b,B1,C592B1b,1,TRUE
2017-6038,2019-03-22T02:59:59Z,C592,OR_HOR_1_J,158.12,158.12,2019UP,NA,37.81,-121.33,4.6,80,625846,B1a,B1,C592B1a,1,FALSE
2015-6006,2019-03-22T03:00:03Z,C592,OR_HOR_3_J,158.12,158.12,2019UP,NA,37.81,-121.33,4.6,80,625848,B1b,B1,C592B1b,1,FALSE
2017-6038,2019-03-22T03:00:04Z,C592,OR_HOR_1_J,158.12,158.12,2019UP,NA,37.81,-121.33,4.6,80,625849,B1a,B1,C592B1a,1,FALSE
2015-6006,2019-03-22T03:00:19Z,C592,OR_HOR_3_J,158.12,158.12,2019UP,NA,37.81,-121.33,4.6,80,625853,B1b,B1,C592B1b,1,TRUE
2015-6041,2019-03-22T16:56:46Z,C592,CC_RGU1_J,142.72,142.72,2019UP,NA,37.82,-121.55,4.6,80,666480,E1a,E1,C592E1a,1,TRUE
2017-6058,2019-03-22T17:00:06Z,C592,CC_RGD_4_J,142.72,142.72,2019UP,NA,37.83,-121.55,4.6,80,666622,E1b,E1,C592E1b,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,C595,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.97,80,NA,REL,REL,C595REL,1,FALSE
156014,2019-02-28T18:23:13Z,C595,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.97,80,4213,A1,A1,C595A1,1,TRUE
2018-6013,2019-03-03T08:45:12Z,C595,SJ_Blw_Newman_2_J,259.34,259.34,2019UP,NA,37.33,-120.97,4.97,80,50905,A3,A3,C595A3,1,TRUE
2017-6015,2019-03-03T13:11:34Z,C595,SJ_Hills_1_J,257.23,257.23,2019UP,NA,37.34,-120.97,4.97,80,53913,A4,A4,C595A4,1,TRUE
2017-6005,2019-03-14T20:08:09Z,C595,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,4.97,80,208109,A5,A5,C595A5,1,TRUE
156008,2019-03-15T20:16:06Z,C595,SJ_BlwWGrayson_2_J,210.7,210.7,2019UP,NA,37.57,-121.15,4.97,80,242966,A6,A6,C595A6,1,TRUE
2015-6013,2019-04-02T03:51:51Z,C595,SJ_BCA_2_J,171.74,171.74,2019UP,NA,37.73,-121.29,4.97,80,1268552,A9,A9,C595A9,1,TRUE
2017-6024,2019-04-02T06:29:14Z,C595,SJ_Moss_1_J,163.12,163.12,2019UP,NA,37.79,-121.3,4.97,80,1274648,A10,A10,C595A10,1,TRUE
am18-6006,2019-04-02T07:28:07Z,C595,HOR_AM2,159.42,159.42,2019UP,NA,37.8,-121.32,4.97,80,1277689,A11,A11,C595A11,1,TRUE
2017-6007,2019-04-02T07:54:35Z,C595,SJ_HOR_1_J,158.45,158.45,2019UP,NA,37.81,-121.31,4.97,80,1279397,A12,A12,C595A12,1,TRUE
2017-6028,2019-04-02T12:26:41Z,C595,SJ_Howard_2_J,148.16,148.16,2019UP,NA,37.87,-121.33,4.97,80,1292656,A13,A13,C595A13,1,TRUE
2017-6039,2019-04-02T15:43:51Z,C595,SJ_SJG_1_J,140.33,140.33,2019UP,NA,37.93,-121.33,4.97,80,1300181,A14,A14,C595A14,1,TRUE
2015-6034,2019-04-03T22:44:54Z,C595,SJ_MAC_1_J,123.23,123.23,2019UP,NA,38.01,-121.46,4.97,80,1372690,A15a,A15,C595A15a,1,TRUE
2017-6037,2019-04-03T23:20:38Z,C595,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,4.97,80,1374186,A15b,A15,C595A15b,1,TRUE
2015-6034,2019-04-04T01:50:16Z,C595,SJ_MAC_1_J,123.23,123.23,2019UP,NA,38.01,-121.46,4.97,80,1379888,A15a,A15,C595A15a,1,TRUE
2017-6033,2019-04-04T08:32:49Z,C595,SJ_MAC_4_J,122.34,122.34,2019UP,NA,38.02,-121.46,4.97,80,1396782,A15b,A15,C595A15b,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,C5A4,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.9,79,NA,REL,REL,C5A4REL,1,FALSE
156014,2019-02-28T18:07:57Z,C5A4,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.9,79,1,A1,A1,C5A4A1,1,TRUE
2017-6013,2019-03-01T00:15:06Z,C5A4,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,4.9,79,14980,A3,A3,C5A4A3,1,TRUE
2017-6015,2019-03-01T02:00:25Z,C5A4,SJ_Hills_1_J,257.23,257.23,2019UP,NA,37.34,-120.97,4.9,79,17433,A4,A4,C5A4A4,1,TRUE
2017-6005,2019-03-26T02:59:56Z,C5A4,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,4.9,79,857517,A5,A5,C5A4A5,1,TRUE
2017-6030,2019-03-26T14:26:19Z,C5A4,SJ_BlwWGrayson_1_J,210.7,210.7,2019UP,NA,37.57,-121.15,4.9,79,890289,A6,A6,C5A4A6,1,TRUE
2017-6036,2019-03-27T00:42:38Z,C5A4,SJ_Durhamferry_2_J,181.8,181.8,2019UP,NA,37.69,121.27,4.9,79,914772,A8,A8,C5A4A8,1,TRUE
sm18-7013,2019-03-27T06:32:58Z,C5A4,HOR_SM2,159.42,159.42,2019UP,NA,37.8,-121.32,4.9,79,928592,A11,A11,C5A4A11,1,TRUE
2017-6007,2019-03-27T06:50:35Z,C5A4,SJ_HOR_1_J,158.45,158.45,2019UP,NA,37.81,-121.31,4.9,79,929315,A12,A12,C5A4A12,1,TRUE
2017-6028,2019-03-27T18:51:11Z,C5A4,SJ_Howard_2_J,148.16,148.16,2019UP,NA,37.87,-121.33,4.9,79,966846,A13,A13,C5A4A13,1,TRUE
2017-6039,2019-03-27T21:24:28Z,C5A4,SJ_SJG_1_J,140.33,140.33,2019UP,NA,37.93,-121.33,4.9,79,972680,A14,A14,C5A4A14,1,TRUE
2017-6001,2019-03-29T08:40:28Z,C5A4,Delt_TC_2_J,127.21,127.22,2019UP,NA,37.98,-121.46,4.9,79,1063334,F1,F1,C5A4F1,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,C5A6,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,5.27,81,NA,REL,REL,C5A6REL,1,FALSE
156014,2019-02-28T18:19:32Z,C5A6,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,5.27,81,2544,A1,A1,C5A6A1,1,TRUE
2018-6013,2019-03-02T20:06:26Z,C5A6,SJ_Blw_Newman_2_J,259.34,259.34,2019UP,NA,37.33,-120.97,5.27,81,48551,A3,A3,C5A6A3,1,TRUE
2017-6015,2019-03-02T21:16:36Z,C5A6,SJ_Hills_1_J,257.23,257.23,2019UP,NA,37.34,-120.97,5.27,81,48776,A4,A4,C5A6A4,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,C5AB,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,5.3,81,NA,REL,REL,C5ABREL,1,FALSE
2017-6031,2019-02-28T18:38:18Z,C5AB,SJ_Blw_Release_1_J,270.52,270.52,2019UP,NA,37.31,-120.93,5.3,81,6766,A1,A1,C5ABA1,1,TRUE
2017-6013,2019-03-17T14:14:42Z,C5AB,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,5.3,81,353267,A3,A3,C5ABA3,1,TRUE
20187021,2019-03-17T16:33:18Z,C5AB,SJ_Hills_RT_2_DS,257.6,257.6,2019UP,NA,37.35,-120.97,5.3,81,361535,A4,A4,C5ABA4,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,C5AE,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,5,80,NA,REL,REL,C5AEREL,1,FALSE
156014,2019-03-01T07:20:25Z,C5AE,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,5,80,24253,A1,A1,C5AEA1,1,TRUE
2017-6032,2019-03-16T17:47:42Z,C5AE,SJ_Mud_SL_Conf_J,262.39,262.39,2019UP,NA,37.33,-120.95,5,80,288619,A2,A2,C5AEA2,1,TRUE
20187021,2019-03-17T00:35:14Z,C5AE,SJ_Hills_RT_2_DS,257.6,257.6,2019UP,NA,37.35,-120.97,5,80,313770,A4,A4,C5AEA4,1,TRUE
2017-6005,2019-03-18T12:45:57Z,C5AE,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,5,80,421224,A5,A5,C5AEA5,1,TRUE
2017-6030,2019-04-06T11:43:21Z,C5AE,SJ_BlwWGrayson_1_J,210.7,210.7,2019UP,NA,37.57,-121.15,5,80,1520665,A6,A6,C5AEA6,1,TRUE
2017-6036,2019-04-07T09:16:43Z,C5AE,SJ_Durhamferry_2_J,181.8,181.8,2019UP,NA,37.69,121.27,5,80,1577989,A8,A8,C5AEA8,1,TRUE
2017-6016,2019-04-07T12:34:27Z,C5AE,SJ_BCA_1_J,171.7,171.7,2019UP,NA,37.73,-121.29,5,80,1589548,A9,A9,C5AEA9,1,TRUE
2017-6009,2019-04-07T15:46:51Z,C5AE,SJ_Moss_2_J,163.12,163.12,2019UP,NA,37.79,-121.3,5,80,1599258,A10,A10,C5AEA10,1,TRUE
sm18-7023,2019-04-07T16:58:07Z,C5AE,HOR_SM1,159.42,159.42,2019UP,NA,37.8,-121.32,5,80,1602071,A11,A11,C5AEA11,1,TRUE
2017-6007,2019-04-07T17:27:17Z,C5AE,SJ_HOR_1_J,158.45,158.45,2019UP,NA,37.81,-121.31,5,80,1603367,A12,A12,C5AEA12,1,TRUE
2017-6002,2019-04-08T07:19:46Z,C5AE,SJ_Howard_1_J,148.16,148.16,2019UP,NA,37.87,-121.33,5,80,1637073,A13,A13,C5AEA13,1,TRUE
2017-6004,2019-04-08T18:36:13Z,C5AE,SJ_SJG_2_J,140.33,140.33,2019UP,NA,37.93,-121.33,5,80,1665600,A14,A14,C5AEA14,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,C5B4,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,5.6,83,NA,REL,REL,C5B4REL,1,FALSE
156014,2019-02-28T18:14:39Z,C5B4,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,5.6,83,664,A1,A1,C5B4A1,1,TRUE
2017-6013,2019-03-03T03:36:54Z,C5B4,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,5.6,83,49160,A3,A3,C5B4A3,1,TRUE
20187021,2019-03-17T14:52:51Z,C5B4,SJ_Hills_RT_2_DS,257.6,257.6,2019UP,NA,37.35,-120.97,5.6,83,355422,A4,A4,C5B4A4,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,C5B6,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,6.1,85,NA,REL,REL,C5B6REL,1,FALSE
156014,2019-02-28T18:43:15Z,C5B6,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,6.1,85,7096,A1,A1,C5B6A1,1,TRUE
2017-6015,2019-03-03T20:01:12Z,C5B6,SJ_Hills_1_J,257.23,257.23,2019UP,NA,37.34,-120.97,6.1,85,57032,A4,A4,C5B6A4,1,TRUE
2017-6005,2019-03-21T16:26:24Z,C5B6,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,6.1,85,611214,A5,A5,C5B6A5,1,TRUE
156008,2019-03-22T13:59:01Z,C5B6,SJ_BlwWGrayson_2_J,210.7,210.7,2019UP,NA,37.57,-121.15,6.1,85,657250,A6,A6,C5B6A6,1,TRUE
2015-6001,2019-03-23T03:08:21Z,C5B6,SJ_Durhamferry_1_J,181.8,181.8,2019UP,NA,37.69,-121.27,6.1,85,692199,A8,A8,C5B6A8,1,TRUE
2015-6013,2019-03-23T06:13:38Z,C5B6,SJ_BCA_2_J,171.74,171.74,2019UP,NA,37.73,-121.29,6.1,85,701722,A9,A9,C5B6A9,1,TRUE
2017-6024,2019-03-23T08:52:48Z,C5B6,SJ_Moss_1_J,163.12,163.12,2019UP,NA,37.79,-121.3,6.1,85,708337,A10,A10,C5B6A10,1,TRUE
sm18-7023,2019-03-23T09:53:11Z,C5B6,HOR_SM1,159.42,159.42,2019UP,NA,37.8,-121.32,6.1,85,711121,A11,A11,C5B6A11,1,TRUE
2017-6012,2019-03-23T10:24:48Z,C5B6,OR_HOR_4_J,158.12,158.12,2019UP,NA,37.89,-121.33,6.1,85,712578,B1b,B1,C5B6B1b,1,TRUE
2015-6035,2019-03-24T02:46:16Z,C5B6,CC_RGD_2_J,142.72,142.72,2019UP,NA,37.82,-121.55,6.1,85,747070,E1b,E1,C5B6E1b,1,TRUE
20156046,2019-03-24T16:20:39Z,C5B6,CC_intake_J,142.72,142.72,2019UP,NA,37.82,-121.59,6.1,85,781925,E2,E2,C5B6E2,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,C5BA,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,5.82,83,NA,REL,REL,C5BAREL,1,FALSE
156014,2019-02-28T18:24:09Z,C5BA,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,5.82,83,4493,A1,A1,C5BAA1,1,TRUE
2017-6015,2019-03-08T13:50:08Z,C5BA,SJ_Hills_1_J,257.23,257.23,2019UP,NA,37.34,-120.97,5.82,83,81206,A4,A4,C5BAA4,1,TRUE
2017-6005,2019-03-15T23:59:16Z,C5BA,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,5.82,83,249108,A5,A5,C5BAA5,1,TRUE
156008,2019-03-16T19:23:14Z,C5BA,SJ_BlwWGrayson_2_J,210.7,210.7,2019UP,NA,37.57,-121.15,5.82,83,294821,A6,A6,C5BAA6,1,TRUE
2015-6001,2019-03-17T05:23:34Z,C5BA,SJ_Durhamferry_1_J,181.8,181.8,2019UP,NA,37.69,-121.27,5.82,83,319555,A8,A8,C5BAA8,1,TRUE
am18-6006,2019-03-17T13:09:46Z,C5BA,HOR_AM2,159.42,159.42,2019UP,NA,37.8,-121.32,5.82,83,348967,A11,A11,C5BAA11,1,TRUE
2017-6007,2019-03-17T13:42:05Z,C5BA,SJ_HOR_1_J,158.45,158.45,2019UP,NA,37.81,-121.31,5.82,83,351232,A12,A12,C5BAA12,1,TRUE
2017-6002,2019-03-17T20:05:51Z,C5BA,SJ_Howard_1_J,148.16,148.16,2019UP,NA,37.87,-121.33,5.82,83,371495,A13,A13,C5BAA13,1,TRUE
2017-6039,2019-03-17T22:32:43Z,C5BA,SJ_SJG_1_J,140.33,140.33,2019UP,NA,37.93,-121.33,5.82,83,378284,A14,A14,C5BAA14,1,TRUE
2017-6037,2019-03-19T23:31:16Z,C5BA,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.82,83,536342,A15b,A15,C5BAA15b,1,TRUE
2015-6034,2019-03-20T02:13:16Z,C5BA,SJ_MAC_1_J,123.23,123.23,2019UP,NA,38.01,-121.46,5.82,83,539598,A15a,A15,C5BAA15a,1,TRUE
2017-6037,2019-03-20T07:02:57Z,C5BA,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.82,83,545094,A15b,A15,C5BAA15b,1,TRUE
2015-6034,2019-03-20T12:15:01Z,C5BA,SJ_MAC_1_J,123.23,123.23,2019UP,NA,38.01,-121.46,5.82,83,555343,A15a,A15,C5BAA15a,1,TRUE
2017-6037,2019-03-20T22:24:25Z,C5BA,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.82,83,572127,A15b,A15,C5BAA15b,1,TRUE
2015-6034,2019-03-21T03:42:49Z,C5BA,SJ_MAC_1_J,123.23,123.23,2019UP,NA,38.01,-121.46,5.82,83,580040,A15a,A15,C5BAA15a,1,TRUE
2017-6037,2019-03-21T08:33:26Z,C5BA,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.82,83,589601,A15b,A15,C5BAA15b,1,TRUE
2015-6034,2019-03-21T14:29:28Z,C5BA,SJ_MAC_1_J,123.23,123.23,2019UP,NA,38.01,-121.46,5.82,83,607262,A15a,A15,C5BAA15a,1,TRUE
2017-6037,2019-03-21T20:17:02Z,C5BA,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.82,83,618201,A15b,A15,C5BAA15b,1,TRUE
Upstream_Release,2019-02-28T16:58:00Z,C5D5,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.7,78,NA,REL,REL,C5D5REL,1,FALSE
156014,2019-02-28T18:13:38Z,C5D5,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.7,78,381,A1,A1,C5D5A1,1,TRUE
2017-6032,2019-03-13T13:53:36Z,C5D5,SJ_Mud_SL_Conf_J,262.39,262.39,2019UP,NA,37.33,-120.95,4.7,78,151975,A2,A2,C5D5A2,1,TRUE
2017-6013,2019-04-08T20:35:09Z,C5D5,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,4.7,78,1670072,A3,A3,C5D5A3,1,TRUE
2017-6015,2019-04-08T21:55:36Z,C5D5,SJ_Hills_1_J,257.23,257.23,2019UP,NA,37.34,-120.97,4.7,78,1672178,A4,A4,C5D5A4,1,TRUE
2017-6005,2019-04-09T05:04:08Z,C5D5,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,4.7,78,1682220,A5,A5,C5D5A5,1,TRUE
156008,2019-04-09T22:06:47Z,C5D5,SJ_BlwWGrayson_2_J,210.7,210.7,2019UP,NA,37.57,-121.15,4.7,78,1715525,A6,A6,C5D5A6,1,TRUE
2017-6020,2019-04-10T09:16:25Z,C5D5,SJ_Durhamferry_RelRec_J,183.55,183.55,2019UP,NA,37.68,-121.26,4.7,78,1735077,A7,A7,C5D5A7,1,TRUE
2017-6036,2019-04-10T11:05:14Z,C5D5,SJ_Durhamferry_2_J,181.8,181.8,2019UP,NA,37.69,121.27,4.7,78,1737816,A8,A8,C5D5A8,1,TRUE
2015-6013,2019-04-10T14:29:19Z,C5D5,SJ_BCA_2_J,171.74,171.74,2019UP,NA,37.73,-121.29,4.7,78,1743532,A9,A9,C5D5A9,1,TRUE
am18-6006,2019-04-10T20:26:26Z,C5D5,HOR_AM2,159.42,159.42,2019UP,NA,37.8,-121.32,4.7,78,1751466,A11,A11,C5D5A11,1,TRUE
2017-6007,2019-04-10T20:48:33Z,C5D5,SJ_HOR_1_J,158.45,158.45,2019UP,NA,37.81,-121.31,4.7,78,1752184,A12,A12,C5D5A12,1,TRUE
2017-6028,2019-04-11T00:33:36Z,C5D5,SJ_Howard_2_J,148.16,148.16,2019UP,NA,37.87,-121.33,4.7,78,1759891,A13,A13,C5D5A13,1,TRUE
2017-6004,2019-04-11T03:21:45Z,C5D5,SJ_SJG_2_J,140.33,140.33,2019UP,NA,37.93,-121.33,4.7,78,1765030,A14,A14,C5D5A14,1,TRUE
2017-6037,2019-04-12T17:56:54Z,C5D5,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,4.7,78,1834132,A15b,A15,C5D5A15b,1,TRUE
