RecSN,dtf,Hex,GPS Names,rkm,Genrkm,Rel_group,FishID,Lat,Lon,Weight,Length,Surgeon,ID,site.code,array.code,combo,counter,first_or_last
2015-6011,2019-03-17T11:05:15Z,C57A,SJ_Hills_2_J,257.06,257.06,2019UP,NA,37.21,-120.58,7.25,91,CH,341018,A4,A4,C57AA4,110,FALSE
2017-6005,2019-03-17T23:53:33Z,C57A,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,7.25,91,CH,382233,A5,A5,C57AA5,1,TRUE
18031,2019-03-18T00:05:04Z,C57A,SJ_BlwCrowsLanding_2_J,239.9,239.9,2019UP,NA,37.43,-121.01,7.25,91,CH,382725,A5,A5,C57AA5,70,FALSE
2017-6030,2019-03-18T20:07:20Z,C57A,SJ_BlwWGrayson_1_J,210.7,210.7,2019UP,NA,37.57,-121.15,7.25,91,CH,448800,A6,A6,C57AA6,1,TRUE
156008,2019-03-18T20:13:03Z,C57A,SJ_BlwWGrayson_2_J,210.7,210.7,2019UP,NA,37.57,-121.15,7.25,91,CH,449062,A6,A6,C57AA6,42,FALSE
2015-6001,2019-03-19T15:02:40Z,C57A,SJ_Durhamferry_1_J,181.8,181.8,2019UP,NA,37.69,-121.27,7.25,91,CH,508830,A8,A8,C57AA8,1,TRUE
2015-6001,2019-03-19T15:04:22Z,C57A,SJ_Durhamferry_1_J,181.8,181.8,2019UP,NA,37.69,-121.27,7.25,91,CH,508958,A8,A8,C57AA8,7,FALSE
am18-6002,2019-03-21T13:45:21Z,C57A,HOR_AM1,159.42,159.42,2019UP,NA,37.8,-121.32,7.25,91,CH,605177,A11,A11,C57AA11,1,TRUE
sm18-7017,2019-03-21T13:53:25Z,C57A,HOR_SM7,159.42,159.42,2019UP,NA,37.8,-121.32,7.25,91,CH,605544,A11,A11,C57AA11,78,FALSE
2017-6007,2019-03-21T14:15:34Z,C57A,SJ_HOR_1_J,158.45,158.45,2019UP,NA,37.81,-121.31,7.25,91,CH,606599,A12,A12,C57AA12,1,TRUE
2015-6004,2019-03-21T14:17:50Z,C57A,SJ_HOR_2_J,158.45,158.45,2019UP,NA,37.81,-121.31,7.25,91,CH,606704,A12,A12,C57AA12,20,FALSE
2017-6002,2019-03-21T18:53:10Z,C57A,SJ_Howard_1_J,148.16,148.16,2019UP,NA,37.87,-121.33,7.25,91,CH,615594,A13,A13,C57AA13,1,TRUE
2017-6002,2019-03-21T18:58:49Z,C57A,SJ_Howard_1_J,148.16,148.16,2019UP,NA,37.87,-121.33,7.25,91,CH,615791,A13,A13,C57AA13,54,FALSE
2017-6039,2019-03-21T21:44:04Z,C57A,SJ_SJG_1_J,140.33,140.33,2019UP,NA,37.93,-121.33,7.25,91,CH,620138,A14,A14,C57AA14,1,TRUE
2017-6035,2019-03-21T21:54:54Z,C57A,SJ_SJG_4_J,140.23,140.23,2019UP,NA,37.93,-121.33,7.25,91,CH,620299,A14,A14,C57AA14,48,FALSE
2015-6034,2019-03-29T07:21:32Z,C57A,SJ_MAC_1_J,123.23,123.23,2019UP,NA,38.01,-121.46,7.25,91,CH,1058706,A15,A15,C57AA15,1,TRUE
2015-6034,2019-03-29T09:56:01Z,C57A,SJ_MAC_1_J,123.23,123.23,2019UP,NA,38.01,-121.46,7.25,91,CH,1066850,A15,A15,C57AA15,331,FALSE
Upstream_Release,2019-02-28T16:58:00Z,C58A,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,5.5,81,NA,NA,REL,REL,C58AREL,1,FALSE
156014,2019-03-02T10:07:04Z,C58A,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,5.5,81,GS,40238,A1,A1,C58AA1,1,TRUE
156014,2019-03-02T23:25:02Z,C58A,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,5.5,81,GS,49090,A1,A1,C58AA1,245,FALSE
Upstream_Release,2019-02-28T16:58:00Z,C592,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.6,80,NA,NA,REL,REL,C592REL,1,FALSE
156014,2019-02-28T18:28:47Z,C592,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.6,80,GS,5636,A1,A1,C592A1,1,TRUE
156014,2019-02-28T18:33:19Z,C592,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.6,80,GS,6280,A1,A1,C592A1,25,FALSE
2018-6013,2019-03-09T21:17:56Z,C592,SJ_Blw_Newman_2_J,259.34,259.34,2019UP,NA,37.33,-120.97,4.6,80,GS,94952,A3,A3,C592A3,1,TRUE
2018-6013,2019-03-09T21:26:19Z,C592,SJ_Blw_Newman_2_J,259.34,259.34,2019UP,NA,37.33,-120.97,4.6,80,GS,95131,A3,A3,C592A3,32,FALSE
20187021,2019-03-09T22:06:36Z,C592,SJ_Hills_RT_2_DS,257.6,257.6,2019UP,NA,37.35,-120.97,4.6,80,GS,95649,A4,A4,C592A4,1,TRUE
2015-6011,2019-03-09T22:26:18Z,C592,SJ_Hills_2_J,257.06,257.06,2019UP,NA,37.21,-120.58,4.6,80,GS,95820,A4,A4,C592A4,85,FALSE
2017-6005,2019-03-20T16:53:35Z,C592,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,4.6,80,GS,564300,A5,A5,C592A5,1,TRUE
18031,2019-03-20T17:07:09Z,C592,SJ_BlwCrowsLanding_2_J,239.9,239.9,2019UP,NA,37.43,-121.01,4.6,80,GS,564998,A5,A5,C592A5,72,FALSE
156008,2019-03-21T07:22:26Z,C592,SJ_BlwWGrayson_2_J,210.7,210.7,2019UP,NA,37.57,-121.15,4.6,80,GS,586411,A6,A6,C592A6,1,TRUE
2017-6030,2019-03-21T07:27:58Z,C592,SJ_BlwWGrayson_1_J,210.7,210.7,2019UP,NA,37.57,-121.15,4.6,80,GS,586663,A6,A6,C592A6,46,FALSE
2017-6020,2019-03-21T17:53:00Z,C592,SJ_Durhamferry_RelRec_J,183.55,183.55,2019UP,NA,37.68,-121.26,4.6,80,GS,613416,A7,A7,C592A7,1,TRUE
2017-6020,2019-03-21T17:53:35Z,C592,SJ_Durhamferry_RelRec_J,183.55,183.55,2019UP,NA,37.68,-121.26,4.6,80,GS,613432,A7,A7,C592A7,3,FALSE
2015-6013,2019-03-21T21:10:47Z,C592,SJ_BCA_2_J,171.74,171.74,2019UP,NA,37.73,-121.29,4.6,80,GS,619593,A9,A9,C592A9,1,TRUE
2017-6016,2019-03-21T21:12:57Z,C592,SJ_BCA_1_J,171.7,171.7,2019UP,NA,37.73,-121.29,4.6,80,GS,619676,A9,A9,C592A9,10,FALSE
2017-6024,2019-03-22T01:44:45Z,C592,SJ_Moss_1_J,163.12,163.12,2019UP,NA,37.79,-121.3,4.6,80,GS,624094,A10,A10,C592A10,1,TRUE
2017-6024,2019-03-22T01:45:50Z,C592,SJ_Moss_1_J,163.12,163.12,2019UP,NA,37.79,-121.3,4.6,80,GS,624126,A10,A10,C592A10,8,FALSE
sm18-7023,2019-03-22T02:38:51Z,C592,HOR_SM1,159.42,159.42,2019UP,NA,37.8,-121.32,4.6,80,GS,625368,A11,A11,C592A11,1,TRUE
sm18-7020,2019-03-22T02:44:07Z,C592,HOR_SM4,159.42,159.42,2019UP,NA,37.8,-121.32,4.6,80,GS,625527,A11,A11,C592A11,63,FALSE
2017-6038,2019-03-22T02:59:24Z,C592,OR_HOR_1_J,158.12,158.12,2019UP,NA,37.81,-121.33,4.6,80,GS,625828,B1a,B1,C592B1a,1,TRUE
2017-6038,2019-03-22T02:59:39Z,C592,OR_HOR_1_J,158.12,158.12,2019UP,NA,37.81,-121.33,4.6,80,GS,625835,B1a,B1,C592B1a,4,FALSE
2015-6006,2019-03-22T02:59:53Z,C592,OR_HOR_3_J,158.12,158.12,2019UP,NA,37.81,-121.33,4.6,80,GS,625843,B1b,B1,C592B1b,1,TRUE
2015-6006,2019-03-22T02:59:58Z,C592,OR_HOR_3_J,158.12,158.12,2019UP,NA,37.81,-121.33,4.6,80,GS,625845,B1b,B1,C592B1b,2,FALSE
2017-6038,2019-03-22T02:59:59Z,C592,OR_HOR_1_J,158.12,158.12,2019UP,NA,37.81,-121.33,4.6,80,GS,625846,B1a,B1,C592B1a,1,FALSE
2015-6006,2019-03-22T03:00:03Z,C592,OR_HOR_3_J,158.12,158.12,2019UP,NA,37.81,-121.33,4.6,80,GS,625848,B1b,B1,C592B1b,1,FALSE
2017-6038,2019-03-22T03:00:04Z,C592,OR_HOR_1_J,158.12,158.12,2019UP,NA,37.81,-121.33,4.6,80,GS,625849,B1a,B1,C592B1a,1,FALSE
2015-6006,2019-03-22T03:00:19Z,C592,OR_HOR_3_J,158.12,158.12,2019UP,NA,37.81,-121.33,4.6,80,GS,625853,B1b,B1,C592B1b,1,TRUE
2015-6006,2019-03-22T03:00:54Z,C592,OR_HOR_3_J,158.12,158.12,2019UP,NA,37.81,-121.33,4.6,80,GS,625872,B1b,B1,C592B1b,3,FALSE
Upstream_Release,2019-02-28T16:58:00Z,C595,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.97,80,NA,NA,REL,REL,C595REL,1,FALSE
156014,2019-02-28T18:23:13Z,C595,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.97,80,CH,4213,A1,A1,C595A1,1,TRUE
156014,2019-02-28T18:26:49Z,C595,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.97,80,CH,5260,A1,A1,C595A1,29,FALSE
2018-6013,2019-03-03T08:45:12Z,C595,SJ_Blw_Newman_2_J,259.34,259.34,2019UP,NA,37.33,-120.97,4.97,80,CH,50905,A3,A3,C595A3,1,TRUE
2018-6013,2019-03-03T08:53:37Z,C595,SJ_Blw_Newman_2_J,259.34,259.34,2019UP,NA,37.33,-120.97,4.97,80,CH,50989,A3,A3,C595A3,25,FALSE
2017-6015,2019-03-03T13:11:34Z,C595,SJ_Hills_1_J,257.23,257.23,2019UP,NA,37.34,-120.97,4.97,80,CH,53913,A4,A4,C595A4,1,TRUE
2015-6011,2019-03-03T13:16:27Z,C595,SJ_Hills_2_J,257.06,257.06,2019UP,NA,37.21,-120.58,4.97,80,CH,54007,A4,A4,C595A4,17,FALSE
2017-6005,2019-03-14T20:08:09Z,C595,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,4.97,80,CH,208109,A5,A5,C595A5,1,TRUE
18031,2019-03-14T20:21:40Z,C595,SJ_BlwCrowsLanding_2_J,239.9,239.9,2019UP,NA,37.43,-121.01,4.97,80,CH,208441,A5,A5,C595A5,88,FALSE
156008,2019-03-15T20:16:06Z,C595,SJ_BlwWGrayson_2_J,210.7,210.7,2019UP,NA,37.57,-121.15,4.97,80,CH,242966,A6,A6,C595A6,1,TRUE
2017-6030,2019-03-15T20:20:06Z,C595,SJ_BlwWGrayson_1_J,210.7,210.7,2019UP,NA,37.57,-121.15,4.97,80,CH,243103,A6,A6,C595A6,33,FALSE
2015-6013,2019-04-02T03:51:51Z,C595,SJ_BCA_2_J,171.74,171.74,2019UP,NA,37.73,-121.29,4.97,80,CH,1268552,A9,A9,C595A9,1,TRUE
2017-6016,2019-04-02T03:54:21Z,C595,SJ_BCA_1_J,171.7,171.7,2019UP,NA,37.73,-121.29,4.97,80,CH,1268632,A9,A9,C595A9,18,FALSE
2017-6024,2019-04-02T06:29:14Z,C595,SJ_Moss_1_J,163.12,163.12,2019UP,NA,37.79,-121.3,4.97,80,CH,1274648,A10,A10,C595A10,1,TRUE
2017-6024,2019-04-02T06:29:34Z,C595,SJ_Moss_1_J,163.12,163.12,2019UP,NA,37.79,-121.3,4.97,80,CH,1274665,A10,A10,C595A10,4,FALSE
am18-6006,2019-04-02T07:28:07Z,C595,HOR_AM2,159.42,159.42,2019UP,NA,37.8,-121.32,4.97,80,CH,1277689,A11,A11,C595A11,1,TRUE
sm18-7017,2019-04-02T07:35:03Z,C595,HOR_SM7,159.42,159.42,2019UP,NA,37.8,-121.32,4.97,80,CH,1278228,A11,A11,C595A11,69,FALSE
2017-6007,2019-04-02T07:54:35Z,C595,SJ_HOR_1_J,158.45,158.45,2019UP,NA,37.81,-121.31,4.97,80,CH,1279397,A12,A12,C595A12,1,TRUE
2017-6007,2019-04-02T07:56:15Z,C595,SJ_HOR_1_J,158.45,158.45,2019UP,NA,37.81,-121.31,4.97,80,CH,1279462,A12,A12,C595A12,5,FALSE
2017-6028,2019-04-02T12:26:41Z,C595,SJ_Howard_2_J,148.16,148.16,2019UP,NA,37.87,-121.33,4.97,80,CH,1292656,A13,A13,C595A13,1,TRUE
2017-6002,2019-04-02T12:30:21Z,C595,SJ_Howard_1_J,148.16,148.16,2019UP,NA,37.87,-121.33,4.97,80,CH,1292889,A13,A13,C595A13,29,FALSE
2017-6039,2019-04-02T15:43:51Z,C595,SJ_SJG_1_J,140.33,140.33,2019UP,NA,37.93,-121.33,4.97,80,CH,1300181,A14,A14,C595A14,1,TRUE
2017-6035,2019-04-02T18:49:37Z,C595,SJ_SJG_4_J,140.23,140.23,2019UP,NA,37.93,-121.33,4.97,80,CH,1307351,A14,A14,C595A14,32,FALSE
2015-6034,2019-04-03T22:44:54Z,C595,SJ_MAC_1_J,123.23,123.23,2019UP,NA,38.01,-121.46,4.97,80,CH,1372690,A15,A15,C595A15,1,TRUE
2017-6037,2019-04-04T18:26:48Z,C595,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,4.97,80,CH,1423473,A15,A15,C595A15,813,FALSE
Upstream_Release,2019-02-28T16:58:00Z,C5A4,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,4.9,79,NA,NA,REL,REL,C5A4REL,1,FALSE
156014,2019-02-28T18:07:57Z,C5A4,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,4.9,79,GS,1,A1,A1,C5A4A1,1,TRUE
2017-6031,2019-02-28T18:11:21Z,C5A4,SJ_Blw_Release_1_J,270.52,270.52,2019UP,NA,37.31,-120.93,4.9,79,GS,97,A1,A1,C5A4A1,16,FALSE
2017-6013,2019-03-01T00:15:06Z,C5A4,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,4.9,79,GS,14980,A3,A3,C5A4A3,1,TRUE
2018-6013,2019-03-01T00:33:41Z,C5A4,SJ_Blw_Newman_2_J,259.34,259.34,2019UP,NA,37.33,-120.97,4.9,79,GS,15367,A3,A3,C5A4A3,72,FALSE
2017-6015,2019-03-01T02:00:25Z,C5A4,SJ_Hills_1_J,257.23,257.23,2019UP,NA,37.34,-120.97,4.9,79,GS,17433,A4,A4,C5A4A4,1,TRUE
2015-6011,2019-03-01T02:05:06Z,C5A4,SJ_Hills_2_J,257.06,257.06,2019UP,NA,37.21,-120.58,4.9,79,GS,17555,A4,A4,C5A4A4,21,FALSE
2017-6005,2019-03-26T02:59:56Z,C5A4,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,4.9,79,GS,857517,A5,A5,C5A4A5,1,TRUE
18031,2019-03-26T03:08:52Z,C5A4,SJ_BlwCrowsLanding_2_J,239.9,239.9,2019UP,NA,37.43,-121.01,4.9,79,GS,857849,A5,A5,C5A4A5,74,FALSE
2017-6030,2019-03-26T14:26:19Z,C5A4,SJ_BlwWGrayson_1_J,210.7,210.7,2019UP,NA,37.57,-121.15,4.9,79,GS,890289,A6,A6,C5A4A6,1,TRUE
2017-6030,2019-03-26T14:30:12Z,C5A4,SJ_BlwWGrayson_1_J,210.7,210.7,2019UP,NA,37.57,-121.15,4.9,79,GS,890477,A6,A6,C5A4A6,28,FALSE
2017-6036,2019-03-27T00:42:38Z,C5A4,SJ_Durhamferry_2_J,181.8,181.8,2019UP,NA,37.69,121.27,4.9,79,GS,914772,A8,A8,C5A4A8,1,TRUE
2015-6001,2019-03-27T00:46:08Z,C5A4,SJ_Durhamferry_1_J,181.8,181.8,2019UP,NA,37.69,-121.27,4.9,79,GS,914877,A8,A8,C5A4A8,24,FALSE
sm18-7013,2019-03-27T06:32:58Z,C5A4,HOR_SM2,159.42,159.42,2019UP,NA,37.8,-121.32,4.9,79,GS,928592,A11,A11,C5A4A11,1,TRUE
sm18-7017,2019-03-27T06:39:29Z,C5A4,HOR_SM7,159.42,159.42,2019UP,NA,37.8,-121.32,4.9,79,GS,928910,A11,A11,C5A4A11,70,FALSE
2017-6007,2019-03-27T06:50:35Z,C5A4,SJ_HOR_1_J,158.45,158.45,2019UP,NA,37.81,-121.31,4.9,79,GS,929315,A12,A12,C5A4A12,1,TRUE
2015-6004,2019-03-27T06:52:41Z,C5A4,SJ_HOR_2_J,158.45,158.45,2019UP,NA,37.81,-121.31,4.9,79,GS,929432,A12,A12,C5A4A12,19,FALSE
2017-6028,2019-03-27T18:51:11Z,C5A4,SJ_Howard_2_J,148.16,148.16,2019UP,NA,37.87,-121.33,4.9,79,GS,966846,A13,A13,C5A4A13,1,TRUE
2017-6002,2019-03-27T18:56:00Z,C5A4,SJ_Howard_1_J,148.16,148.16,2019UP,NA,37.87,-121.33,4.9,79,GS,967137,A13,A13,C5A4A13,44,FALSE
2017-6039,2019-03-27T21:24:28Z,C5A4,SJ_SJG_1_J,140.33,140.33,2019UP,NA,37.93,-121.33,4.9,79,GS,972680,A14,A14,C5A4A14,1,TRUE
2017-6035,2019-03-27T21:37:05Z,C5A4,SJ_SJG_4_J,140.23,140.23,2019UP,NA,37.93,-121.33,4.9,79,GS,973188,A14,A14,C5A4A14,40,FALSE
Upstream_Release,2019-02-28T16:58:00Z,C5A6,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,5.27,81,NA,NA,REL,REL,C5A6REL,1,FALSE
156014,2019-02-28T18:19:32Z,C5A6,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,5.27,81,CH,2544,A1,A1,C5A6A1,1,TRUE
2017-6031,2019-02-28T18:26:07Z,C5A6,SJ_Blw_Release_1_J,270.52,270.52,2019UP,NA,37.31,-120.93,5.27,81,CH,5111,A1,A1,C5A6A1,54,FALSE
2018-6013,2019-03-02T20:06:26Z,C5A6,SJ_Blw_Newman_2_J,259.34,259.34,2019UP,NA,37.33,-120.97,5.27,81,CH,48551,A3,A3,C5A6A3,1,TRUE
2018-6013,2019-03-02T20:13:40Z,C5A6,SJ_Blw_Newman_2_J,259.34,259.34,2019UP,NA,37.33,-120.97,5.27,81,CH,48584,A3,A3,C5A6A3,34,FALSE
2017-6015,2019-03-02T21:16:36Z,C5A6,SJ_Hills_1_J,257.23,257.23,2019UP,NA,37.34,-120.97,5.27,81,CH,48776,A4,A4,C5A6A4,1,TRUE
2015-6011,2019-03-02T21:23:06Z,C5A6,SJ_Hills_2_J,257.06,257.06,2019UP,NA,37.21,-120.58,5.27,81,CH,48821,A4,A4,C5A6A4,20,FALSE
Upstream_Release,2019-02-28T16:58:00Z,C5AB,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,5.3,81,NA,NA,REL,REL,C5ABREL,1,FALSE
2017-6031,2019-02-28T18:38:18Z,C5AB,SJ_Blw_Release_1_J,270.52,270.52,2019UP,NA,37.31,-120.93,5.3,81,GS,6766,A1,A1,C5ABA1,1,TRUE
2017-6031,2019-02-28T18:44:18Z,C5AB,SJ_Blw_Release_1_J,270.52,270.52,2019UP,NA,37.31,-120.93,5.3,81,GS,7189,A1,A1,C5ABA1,53,FALSE
2017-6013,2019-03-17T14:14:42Z,C5AB,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,5.3,81,GS,353267,A3,A3,C5ABA3,1,TRUE
2018-6013,2019-03-17T15:11:36Z,C5AB,SJ_Blw_Newman_2_J,259.34,259.34,2019UP,NA,37.33,-120.97,5.3,81,GS,356644,A3,A3,C5ABA3,235,FALSE
20187021,2019-03-17T16:33:18Z,C5AB,SJ_Hills_RT_2_DS,257.6,257.6,2019UP,NA,37.35,-120.97,5.3,81,GS,361535,A4,A4,C5ABA4,1,TRUE
20187021,2019-03-21T09:16:39Z,C5AB,SJ_Hills_RT_2_DS,257.6,257.6,2019UP,NA,37.35,-120.97,5.3,81,GS,591503,A4,A4,C5ABA4,1791,FALSE
Upstream_Release,2019-02-28T16:58:00Z,C5AE,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,5,80,NA,NA,REL,REL,C5AEREL,1,FALSE
156014,2019-03-01T07:20:25Z,C5AE,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,5,80,GS,24253,A1,A1,C5AEA1,1,TRUE
156014,2019-03-16T12:34:10Z,C5AE,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,5,80,GS,272107,A1,A1,C5AEA1,2661,FALSE
2017-6032,2019-03-16T17:47:42Z,C5AE,SJ_Mud_SL_Conf_J,262.39,262.39,2019UP,NA,37.33,-120.95,5,80,GS,288619,A2,A2,C5AEA2,1,TRUE
2017-6032,2019-03-16T17:48:48Z,C5AE,SJ_Mud_SL_Conf_J,262.39,262.39,2019UP,NA,37.33,-120.95,5,80,GS,288657,A2,A2,C5AEA2,7,FALSE
20187021,2019-03-17T00:35:14Z,C5AE,SJ_Hills_RT_2_DS,257.6,257.6,2019UP,NA,37.35,-120.97,5,80,GS,313770,A4,A4,C5AEA4,1,TRUE
2015-6011,2019-03-17T00:58:20Z,C5AE,SJ_Hills_2_J,257.06,257.06,2019UP,NA,37.21,-120.58,5,80,GS,314508,A4,A4,C5AEA4,107,FALSE
2017-6005,2019-03-18T12:45:57Z,C5AE,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,5,80,GS,421224,A5,A5,C5AEA5,1,TRUE
18031,2019-03-18T13:01:25Z,C5AE,SJ_BlwCrowsLanding_2_J,239.9,239.9,2019UP,NA,37.43,-121.01,5,80,GS,422617,A5,A5,C5AEA5,81,FALSE
2017-6030,2019-04-06T11:43:21Z,C5AE,SJ_BlwWGrayson_1_J,210.7,210.7,2019UP,NA,37.57,-121.15,5,80,GS,1520665,A6,A6,C5AEA6,1,TRUE
2017-6030,2019-04-06T11:44:02Z,C5AE,SJ_BlwWGrayson_1_J,210.7,210.7,2019UP,NA,37.57,-121.15,5,80,GS,1520714,A6,A6,C5AEA6,8,FALSE
2017-6036,2019-04-07T09:16:43Z,C5AE,SJ_Durhamferry_2_J,181.8,181.8,2019UP,NA,37.69,121.27,5,80,GS,1577989,A8,A8,C5AEA8,1,TRUE
2015-6001,2019-04-07T09:18:26Z,C5AE,SJ_Durhamferry_1_J,181.8,181.8,2019UP,NA,37.69,-121.27,5,80,GS,1578108,A8,A8,C5AEA8,14,FALSE
2017-6016,2019-04-07T12:34:27Z,C5AE,SJ_BCA_1_J,171.7,171.7,2019UP,NA,37.73,-121.29,5,80,GS,1589548,A9,A9,C5AEA9,1,TRUE
2017-6016,2019-04-07T12:35:02Z,C5AE,SJ_BCA_1_J,171.7,171.7,2019UP,NA,37.73,-121.29,5,80,GS,1589595,A9,A9,C5AEA9,6,FALSE
2017-6009,2019-04-07T15:46:51Z,C5AE,SJ_Moss_2_J,163.12,163.12,2019UP,NA,37.79,-121.3,5,80,GS,1599258,A10,A10,C5AEA10,1,TRUE
2017-6009,2019-04-07T15:47:21Z,C5AE,SJ_Moss_2_J,163.12,163.12,2019UP,NA,37.79,-121.3,5,80,GS,1599290,A10,A10,C5AEA10,7,FALSE
sm18-7023,2019-04-07T16:58:07Z,C5AE,HOR_SM1,159.42,159.42,2019UP,NA,37.8,-121.32,5,80,GS,1602071,A11,A11,C5AEA11,1,TRUE
sm18-7017,2019-04-07T17:10:24Z,C5AE,HOR_SM7,159.42,159.42,2019UP,NA,37.8,-121.32,5,80,GS,1602739,A11,A11,C5AEA11,164,FALSE
2017-6007,2019-04-07T17:27:17Z,C5AE,SJ_HOR_1_J,158.45,158.45,2019UP,NA,37.81,-121.31,5,80,GS,1603367,A12,A12,C5AEA12,1,TRUE
2015-6004,2019-04-07T17:29:33Z,C5AE,SJ_HOR_2_J,158.45,158.45,2019UP,NA,37.81,-121.31,5,80,GS,1603459,A12,A12,C5AEA12,7,FALSE
2017-6002,2019-04-08T07:19:46Z,C5AE,SJ_Howard_1_J,148.16,148.16,2019UP,NA,37.87,-121.33,5,80,GS,1637073,A13,A13,C5AEA13,1,TRUE
2017-6002,2019-04-08T14:42:11Z,C5AE,SJ_Howard_1_J,148.16,148.16,2019UP,NA,37.87,-121.33,5,80,GS,1657184,A13,A13,C5AEA13,1222,FALSE
2017-6004,2019-04-08T18:36:13Z,C5AE,SJ_SJG_2_J,140.33,140.33,2019UP,NA,37.93,-121.33,5,80,GS,1665600,A14,A14,C5AEA14,1,TRUE
20156017,2019-04-09T05:32:47Z,C5AE,SJ_SJG_3_J,140.23,140.23,2019UP,NA,37.93,-121.33,5,80,GS,1683236,A14,A14,C5AEA14,1102,FALSE
Upstream_Release,2019-02-28T16:58:00Z,C5B4,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,5.6,83,NA,NA,REL,REL,C5B4REL,1,FALSE
156014,2019-02-28T18:14:39Z,C5B4,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,5.6,83,GS,664,A1,A1,C5B4A1,1,TRUE
156014,2019-02-28T18:17:54Z,C5B4,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,5.6,83,GS,1793,A1,A1,C5B4A1,21,FALSE
2017-6013,2019-03-03T03:36:54Z,C5B4,SJ_Blw_Newman_1_J,259.39,259.39,2019UP,NA,37.33,-120.97,5.6,83,GS,49160,A3,A3,C5B4A3,1,TRUE
2018-6013,2019-03-17T13:42:52Z,C5B4,SJ_Blw_Newman_2_J,259.34,259.34,2019UP,NA,37.33,-120.97,5.6,83,GS,351288,A3,A3,C5B4A3,1100,FALSE
20187021,2019-03-17T14:52:51Z,C5B4,SJ_Hills_RT_2_DS,257.6,257.6,2019UP,NA,37.35,-120.97,5.6,83,GS,355422,A4,A4,C5B4A4,1,TRUE
2015-6011,2019-03-17T15:16:06Z,C5B4,SJ_Hills_2_J,257.06,257.06,2019UP,NA,37.21,-120.58,5.6,83,GS,356854,A4,A4,C5B4A4,108,FALSE
Upstream_Release,2019-02-28T16:58:00Z,C5B6,Upstream_Release,270.93,270.93,2019UP,NA,37.30895,-120.92954,6.1,85,NA,NA,REL,REL,C5B6REL,1,FALSE
156014,2019-02-28T18:43:15Z,C5B6,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,6.1,85,GS,7096,A1,A1,C5B6A1,1,TRUE
156014,2019-02-28T18:46:32Z,C5B6,SJ_Blw_Release_2_J,270.57,270.57,2019UP,NA,37.31,-120.93,6.1,85,GS,7329,A1,A1,C5B6A1,20,FALSE
2017-6015,2019-03-03T20:01:12Z,C5B6,SJ_Hills_1_J,257.23,257.23,2019UP,NA,37.34,-120.97,6.1,85,GS,57032,A4,A4,C5B6A4,1,TRUE
2015-6011,2019-03-03T20:11:00Z,C5B6,SJ_Hills_2_J,257.06,257.06,2019UP,NA,37.21,-120.58,6.1,85,GS,57166,A4,A4,C5B6A4,56,FALSE
2017-6005,2019-03-21T16:26:24Z,C5B6,SJ_BlwCrowsLanding_1_J,240.1,240.1,2019UP,NA,37.43,-121.01,6.1,85,GS,611214,A5,A5,C5B6A5,1,TRUE
18031,2019-03-21T16:50:53Z,C5B6,SJ_BlwCrowsLanding_2_J,239.9,239.9,2019UP,NA,37.43,-121.01,6.1,85,GS,611934,A5,A5,C5B6A5,94,FALSE
